status,priority,book,subject,page,numberCandidate,markerType,ocrLine,ocrPreview,extractedIds,extractedQuestion
추출됨,낮음,최신 발전공학,발전공학,397,13.4,word,로 환산하면 1[82041는 931[8461]이므로(예제 13.4 참조),로 환산하면 1[82041는 931[8461]이므로(예제 13.4 참조) 0.215[8001×9310061] = 200[MeV]=3.2x 10 [erg] ( 예제 13.7 1 [MWD]E 몇 [kWh]2I71 CHE 이 1 [MWD]O 에너지를 얻기 위해서는 20,ex-generation-0397-01,참조) 0.215[8001×9310061] = 200[MeV]=3.2x 10 [erg] (
추출됨,낮음,최신 발전공학,발전공학,397,13.7,word,( 예제 13.7 1 [MWD]E 몇 [kWh]2I71 CHE 이 1 [MWD]O 에너지를 얻기 위해서는 20,"( 예제 13.7 1 [MWD]E 몇 [kWh]2I71 CHE 이 1 [MWD]O 에너지를 얻기 위해서는 20 를 몇 [9] 필요로 하겠는가 또, 이때 발생한 OLIALE 5,500[kcal/kg]2] 발열 SS 갖는 석탄 몇 [toy 해당하는가 단, oO] 원자핵 1 개가 핵분열하면",ex-generation-0397-02,"1 [MWD]E 몇 [kWh]2I71 CHE 이 1 [MWD]O 에너지를 얻기 위해서는 20 를 몇 [9] 필요로 하겠는가 또, 이때 발생한 OLIALE 5,500[kcal/kg]2] 발열 SS 갖는 석탄 몇 [toy 해당하는가 단, oO] 원자핵 1 개가 핵분열하면 200[MeV]J2 에너지가 방출되는 것으로 한다."
추출됨,낮음,최신 발전공학,발전공학,398,13.8,word,(에제 13.8 220 1[0]이 핵분열함으로써 발생하는 에너지는 6.000[ 08/ 9의 발열량을,(에제 13.8 220 1[0]이 핵분열함으로써 발생하는 에너지는 6.000[ 08/ 9의 발열량을 갖는 석탄 몇 [toll 상당하는가 40 1 [glo] 발생하는 에너지는 oF 1.961×10 [66811 이므로 석탄량 TE,ex-generation-0398-01,"220 1[0]이 핵분열함으로써 발생하는 에너지는 6.000[ 08/ 9의 발열량을 갖는 석탄 몇 [toll 상당하는가 40 1 [glo] 발생하는 에너지는 oF 1.961×10 [66811 이므로 석탄량 TE _1,965x 10 . 은 그 Fag 이 06061 5 334 (주) 앞 예제에서 0 1.05 [81이 1[MWD]= 2,064 x 10 [kcal]o] 해당하였으므로 이로부터 05 "
추출됨,낮음,최신 발전공학,발전공학,399,13.10,word,( 예제 13.10 ger 1008 [의 발전소가 이용를 70[% 로 운전할 AS 연간 소요될 연료의,( 예제 13.10 ger 1008 [의 발전소가 이용를 70[% 로 운전할 AS 연간 소요될 연료의 소비량을 각각 ()) 석유,ex-generation-0399-03,ger 1008 [의 발전소가 이용를 70[% 로 운전할 AS 연간 소요될 연료의 소비량을 각각 ()) 석유 (2) 석탄 (3) 원자력 의 경우에 대해 구하여라.
추출됨,낮음,최신 발전공학,발전공학,399,13.9,word,(예제 13.9 전기출력 OOO[MW]2 원자력발전소가 있다. 열효율은 33.2[%]라고 할 때 이,(예제 13.9 전기출력 OOO[MW]2 원자력발전소가 있다. 열효율은 33.2[%]라고 할 때 이 발전소를 1년간 운전하려면 UPS 몇 [ko] 필요로 하겠는가 이때 천연 우라 늄을 사용한다고 하면 몇 [to] 필요하겠는가,ex-generation-0399-01,"전기출력 OOO[MW]2 원자력발전소가 있다. 열효율은 33.2[%]라고 할 때 이 발전소를 1년간 운전하려면 UPS 몇 [ko] 필요로 하겠는가 이때 천연 우라 늄을 사용한다고 하면 몇 [to] 필요하겠는가 원자로의 열출력 PIMWhE 열효율이 33.2[% 이고 전기출력이 900[40 ]이므로 - 000 _ R= 79908 2710-81MW] 따라서 2,71106 ]의 열출력으로 1년간 운"
추출됨,낮음,최신 발전공학,발전공학,402,13.1,word,( 에제 13.1 1[0]의 020 가 HAS 하였을 때 발생한 에너지가 전부 열에너지였다면 그,"( 에제 13.1 1[0]의 020 가 HAS 하였을 때 발생한 에너지가 전부 열에너지였다면 그 크기는 몇 [kcal] 되겠는가 단, UME 1핵분열당 200[ /6 /1의 에너지를 방 출하는 것으로 한다.",ex-generation-0402-01,"1[0]의 020 가 HAS 하였을 때 발생한 에너지가 전부 열에너지였다면 그 크기는 몇 [kcal] 되겠는가 단, UME 1핵분열당 200[ /6 /1의 에너지를 방 출하는 것으로 한다. 1amu)= 1.6610 [g] 이로부터 1[g]= 6.023 x 10 [amu] 004 의 한 개의 BAPE 235 [3ㅁ11]이므로 1[8]의 원자수는 6.023 x 10 x (1/235) = 2.56"
추출됨,낮음,최신 발전공학,발전공학,409,13.14,word,(예제13.14 어느 원자로에서 한 개의 열중성자가 Ul 흡수(충돌)될 적마다 발생하는,"(예제13.14 어느 원자로에서 한 개의 열중성자가 Ul 흡수(충돌)될 적마다 발생하는 고속 중성자의 평균수가 1.32, 고속 중성자의 핵분열 효과가 1025, 고속 중성 자가 열중성자로 되는 과정에서 공명을 벗어나는 SHH] 0.892, 열중성자의 이",ex-generation-0409-02,"어느 원자로에서 한 개의 열중성자가 Ul 흡수(충돌)될 적마다 발생하는 고속 중성자의 평균수가 1.32, 고속 중성자의 핵분열 효과가 1025, 고속 중성 자가 열중성자로 되는 과정에서 공명을 벗어나는 SHH] 0.892, 열중성자의 이 용률이 0.897이었다. 이 원자로에서 중성자의 누출이 전혀 없다고 하면 중성자 증배율은 얼마로 되겠는가 누출이 전혀 없는 원자로의 중성자 증배율은 무한대 "
추출됨,낮음,최신 발전공학,발전공학,409,19.13,word,"(여제 19.13 PB 연료로 하는 무한대 원자로의 열중성자 배율 ,,는 다음 식으로 주어","(여제 19.13 PB 연료로 하는 무한대 원자로의 열중성자 배율 ,,는 다음 식으로 주어 진다고 한다. Ko = nepf",ex-generation-0409-01,"PB 연료로 하는 무한대 원자로의 열중성자 배율 ,,는 다음 식으로 주어 진다고 한다. Ko = nepf 이 식 우변의 각 정수에 대해서 간단히 설명하여라."
추출됨,낮음,최신 발전공학,발전공학,415,13.17,word,(에제13.17 -원자로에 사용되는 감속재와 냉각재의 구비조건을 열거하여라.,(에제13.17 -원자로에 사용되는 감속재와 냉각재의 구비조건을 열거하여라. (1 감속재에 요구되는 조건 OD 중성자 에너지몰 빨리 감속시킬수 있을 ACPAD 밀도가 큰 원소),ex-generation-0415-01,원자로에 사용되는 감속재와 냉각재의 구비조건을 열거하여라.
추출됨,낮음,최신 발전공학,발전공학,416,13.19,word,( 예제13.19 원자력발전에 관한 다음 용어를 간단히 설명하여라.,( 예제13.19 원자력발전에 관한 다음 용어를 간단히 설명하여라. () 붕괴열 (2) ev (3) 0선 (4) 반응도 (1) 붕괴열 원자로는 정지한 뒤에도 핵분열 생성물로부터 상당한 시간 동안 /선이나,ex-generation-0416-01,원자력발전에 관한 다음 용어를 간단히 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,436,14.1,word,( 예제14.1 현재 실응화되고 있는 경수형 원자력발전소에 사용되는 터빈이 일반적인 화력,( 예제14.1 현재 실응화되고 있는 경수형 원자력발전소에 사용되는 터빈이 일반적인 화력 BUS 터빈과 비교해서 어떤 특징을 지니고 있는가에 대하여 설명하여라. OD 원자로에서 얻어지는 증기는 포화중기이다. 그러나 원자로에서의 중기조건이 좋지,ex-generation-0436-01,현재 실응화되고 있는 경수형 원자력발전소에 사용되는 터빈이 일반적인 화력 BUS 터빈과 비교해서 어떤 특징을 지니고 있는가에 대하여 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,439,14.2,word,(에제14.2 전기 출력 1000[ / 1의 원자력발전소가 있다. 열효율을 33.2[%]라고 할 때 이,(에제14.2 전기 출력 1000[ / 1의 원자력발전소가 있다. 열효율을 33.2[%]라고 할 때 이 발전소를 1년간 운전하려면 US 몇 [9] 필요로 하겠는가 이때 천연 우라,ex-generation-0439-01,"전기 출력 1000[ / 1의 원자력발전소가 있다. 열효율을 33.2[%]라고 할 때 이 발전소를 1년간 운전하려면 US 몇 [9] 필요로 하겠는가 이때 천연 우라 SS 사용한다고 하면 몇 [ ]이 필요하겠는가 원자로의 dee [14 ]는 열효율이 38.2[%(이고 전기출력이 1000[40 1이므로 R= 2000 = 3,012.00]"
추출됨,낮음,최신 발전공학,발전공학,443,14.3,word,"(에제14.3 고속 중식로의 냉각재로서는 어떤 성질이 요구되는가 또, 현재 SUS 많이","(에제14.3 고속 중식로의 냉각재로서는 어떤 성질이 요구되는가 또, 현재 SUS 많이 사용하고 있는가 먼저 고속 중식로의 냉각재로서는 다음과 같은 성질이 요구된다.",ex-generation-0443-01,"고속 중식로의 냉각재로서는 어떤 성질이 요구되는가 또, 현재 SUS 많이 사용하고 있는가 먼저 고속 중식로의 냉각재로서는 다음과 같은 성질이 요구된다. (2 고속 중성자를 감속하지 않을 것, 곧 가능한 한 원자량이 클 것 열전도울이 높고 열 제거 효윤이 좋을 것 ( 응점이 낮고 운전 및 취급이 쉽게 되는 것 등이다. 현재 개발도상에 있는 고속 SALAS Nas 많이 쓰고 있다,"
추출됨,낮음,최신 발전공학,발전공학,474,15.3,word,(예제15.3 핵연료가 연소되면서 반응도는 어떻게 변화하는가에 대해 설명하여라.,(예제15.3 핵연료가 연소되면서 반응도는 어떻게 변화하는가에 대해 설명하여라. 원자로의 운전이 장기에 걸치면 핵분열성 물질은 점점 감소되어 열중성자 흡수에 의,ex-generation-0474-01,핵연료가 연소되면서 반응도는 어떻게 변화하는가에 대해 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,474,15.4,word,(이제15.4. 핵연료의 연소에 따른 반응도 변화를 나타내는 데 사용되는 반응도 계수에 대,(이제15.4. 핵연료의 연소에 따른 반응도 변화를 나타내는 데 사용되는 반응도 계수에 대 해 설명하여라.,ex-generation-0474-02,. 핵연료의 연소에 따른 반응도 변화를 나타내는 데 사용되는 반응도 계수에 대 해 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,491,16.2,word,(예제16.2 최근에 발생한 일본의 후쿠시마 원자력발전소의 사고에 대해 설명하라.,"(예제16.2 최근에 발생한 일본의 후쿠시마 원자력발전소의 사고에 대해 설명하라. 201년 3월 1일, 후쿠시마 제1 원자력발전소는 동북지방태평양 대지진과 이에 따른 쓰나미(해일)에 휠쓸리고 말았다. 저진의 규모는 진도 9.0였으나 쓰나미는 14[20]가",ex-generation-0491-01,"최근에 발생한 일본의 후쿠시마 원자력발전소의 사고에 대해 설명하라. 201년 3월 1일, 후쿠시마 제1 원자력발전소는 동북지방태평양 대지진과 이에 따른 쓰나미(해일)에 휠쓸리고 말았다. 저진의 규모는 진도 9.0였으나 쓰나미는 14[20]가 넘는 초유의 것이었다. 당시 후쿠시마 제1원발(1-3호기), 제3원발(1-4호기)이 가동 증이었는데, 지진발생 직후 모든 원자로는 자동정지되었다. 그러나"
추출됨,낮음,최신 발전공학,발전공학,492,16.3,word,(이제16.3 원전 입지문제와 관련해서 자주 거론되는 활성단충 이란 무엇인가 이에 대,"(이제16.3 원전 입지문제와 관련해서 자주 거론되는 활성단충 이란 무엇인가 이에 대 한 원전의 지진대책에 대해 설명하여라. 먼저 지진이 왜 일어나는가를 설명하면 다음과 같다, 우리가 살고 있는 지구의 표면",ex-generation-0492-01,원전 입지문제와 관련해서 자주 거론되는 활성단충 이란 무엇인가 이에 대 한 원전의 지진대책에 대해 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,493,16.4,word,(예제16.4 원자력발전과 플루토늄 생산과의 관계를 설명하여라.,(예제16.4 원자력발전과 플루토늄 생산과의 관계를 설명하여라. 600 인자로를 운전하면 Uy us 일부 핵분열하면서 중성자를 흠수해서 여러 가지 초,ex-generation-0493-01,원자력발전과 플루토늄 생산과의 관계를 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,494,16.5,word,(예제16.5 방사선과 방사능에 대해 설명하여라.,"(예제16.5 방사선과 방사능에 대해 설명하여라. 방사선은 불안정한 방사성 핵종이 좀더 안정된 핵종으로 변환될 때 방출되는 전자파 나 입자형태의 에너지 집함체로써 매질(물질/공기)을 전리(여기, 투과, 흡수, 산란)시",ex-generation-0494-01,방사선과 방사능에 대해 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,498,16.6,word,(에제 16.6 우리나라에서의 사용 후 핵연료의 저장 현황에 대해 설명하여라.,"(에제 16.6 우리나라에서의 사용 후 핵연료의 저장 현황에 대해 설명하여라. 원자력발전에 사용되었던 우라늄 ASS 사용 후 핵연료(80606 Nuclear 061)라 하는데, 사용 후 핵연료는 높은 열과 방사능 준위가 높아 고준위 방사성 폐기물 에 속",ex-generation-0498-01,우리나라에서의 사용 후 핵연료의 저장 현황에 대해 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,501,16.7,word,(예제16.7 원자력 개발이나 안전성에 관련한 원자력 관계의 국제기관 중 주된 것을 간추,(예제16.7 원자력 개발이나 안전성에 관련한 원자력 관계의 국제기관 중 주된 것을 간추 려 설명하여라.,ex-generation-0501-01,원자력 개발이나 안전성에 관련한 원자력 관계의 국제기관 중 주된 것을 간추 려 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,506,17.1,word,( 예제 17.1 화력발전에서 쓰고 있는 열량과 관련된 에너지 단위에 대해 설명하여라.,"( 예제 17.1 화력발전에서 쓰고 있는 열량과 관련된 에너지 단위에 대해 설명하여라. 에너지에는 여러 가지 단위가 사용되고 있기 때문에 주의할 필요가 있다. 표 17.2 발열량의 환산표이다, BAS 나타낼 경우에는 [kl ]외에 유럽이나 미국에서는 [bbl]",ex-generation-0506-01,화력발전에서 쓰고 있는 열량과 관련된 에너지 단위에 대해 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,509,17.2,word,(여제 17.2 MHD 발전의 문제점에 대해 설명하여라.,"(여제 17.2 MHD 발전의 문제점에 대해 설명하여라. MHD 발전은 이제 실용화에 가까운 단계까저 와 있지만, 현재 이것이 안고 있는 최대 의 문제점은 발전채널이다. 즉, 발전채널은 부식성 시드 물질을 포함한 2.500[ ] 정",ex-generation-0509-01,MHD 발전의 문제점에 대해 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,509,17.3,word,(예제 17.3 /110-화력복합 시스템에 대해서 간단히 설명하여라.,"(예제 17.3 /110-화력복합 시스템에 대해서 간단히 설명하여라. MHD 발전장치를 통과한 연소 플라즈마는 아직도 상당한 고온(약 2,000[ ])을 유지 하고 있기 때문에 다시 이것을 화력발전에서의 보일러의 연소용 가스로 사용함으로써",ex-generation-0509-02,/110-화력복합 시스템에 대해서 간단히 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,514,77.5,word,(에제77.5 석탄 가스화에 의한 대체 천연가스(3406) 제조법에 대해 간단히 설명하여라.,(에제77.5 석탄 가스화에 의한 대체 천연가스(3406) 제조법에 대해 간단히 설명하여라. 석탄을 가스화해서 대체 천연가스를 제조하는 방식에는 아래와 같이 기본적으로는 ㆍ석탄부분산화 + 매탄화법,ex-generation-0514-01,석탄 가스화에 의한 대체 천연가스(3406) 제조법에 대해 간단히 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,532,17.8,word,예제 17.8 태양전지의 변환효율을 15[%]라고 할 때 가로. 세로의 길이가 각각 10[07)]인,"예제 17.8 태양전지의 변환효율을 15[%]라고 할 때 가로. 세로의 길이가 각각 10[07)]인 태양전지의 최소단위인 솔라 셀을 직렬로 36개 접속한 태양전지 모듈(스트링) 의 최대 SAS 얼마가 되겠는가 Ct, 태양광의 반사조도는 1000[ /0 라고",ex-generation-0532-01,"태양전지의 변환효율을 15[%]라고 할 때 가로. 세로의 길이가 각각 10[07)]인 태양전지의 최소단위인 솔라 셀을 직렬로 36개 접속한 태양전지 모듈(스트링) 의 최대 SAS 얼마가 되겠는가 Ct, 태양광의 반사조도는 1000[ /0 라고 한다. 또, 셀의 출력전압을 0.5[ /]라고 하면 모듈의 출력전압은 얼마인가 태양전지의 SAS 일사량에 의존하기 때문에 먼저 기준 상태를 정해주어야 "
추출됨,낮음,최신 발전공학,발전공학,532,17.9,word,(예제17.9 평균의 일조시간을 4시간/일 이라고 할 때 30 0]의 태양광발전 시스템의 연간,(예제17.9 평균의 일조시간을 4시간/일 이라고 할 때 30 0]의 태양광발전 시스템의 연간 발전량은 얼마가 되는가,ex-generation-0532-02,평균의 일조시간을 4시간/일 이라고 할 때 30 0]의 태양광발전 시스템의 연간 발전량은 얼마가 되는가 여기서 주어진 평균의 일조시간 4시간/일 이란 태양광발전 시스템이 하루 24시간 중 에서 100(%] 풀로 SAS 낼 수 있는 시간이 4시간이라고 하는 것이므로 연간 발전량 = 3[kW] x 4(시간) × 365(일) = 4380[kWh] 세계 규모로 본다면 태양광발전은 풍력발전에 이어 두
추출됨,낮음,최신 발전공학,발전공학,534,17.10,word,( 에제 17.10 오늘날 우리나라에서도 일부 보급되기 시작하고 있는 주택용 태양광 발전 시스,( 에제 17.10 오늘날 우리나라에서도 일부 보급되기 시작하고 있는 주택용 태양광 발전 시스 템의 기본구성에 대해 설명하여라.,ex-generation-0534-01,오늘날 우리나라에서도 일부 보급되기 시작하고 있는 주택용 태양광 발전 시스 템의 기본구성에 대해 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,535,17.11,word,( 예제17.11 최근 외국에서는 신재생에너지의 보급 확대를 위해 고정가격 매입제도 라는,( 예제17.11 최근 외국에서는 신재생에너지의 보급 확대를 위해 고정가격 매입제도 라는 것을 채용하고 있다는 데 이에 대해 설명하여라. 최근 세계 각국에서는 신재생에너지의 보급 확대를 위해 여러 가지 정책을 펴고 있다.,ex-generation-0535-01,최근 외국에서는 신재생에너지의 보급 확대를 위해 고정가격 매입제도 라는 것을 채용하고 있다는 데 이에 대해 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,536,17.13,word,( 예제17.13 태양광의 출력 변동에 대응하는 화력발전의 자동주파수 제어(냐ㅇ)에 대해 설,( 예제17.13 태양광의 출력 변동에 대응하는 화력발전의 자동주파수 제어(냐ㅇ)에 대해 설 명하여라.,ex-generation-0536-02,태양광의 출력 변동에 대응하는 화력발전의 자동주파수 제어(냐ㅇ)에 대해 설 명하여라.
추출됨,낮음,최신 발전공학,발전공학,536,7.12,word,( 예제 7.12 2009142) 우리나라의 총수요 전력(총판매 전력량)은 약 4.4 ×10 [ 7였다.,"( 예제 7.12 2009142) 우리나라의 총수요 전력(총판매 전력량)은 약 4.4 ×10 [ 7였다. 이것을 변환효율 10[%]의 태양전지로 발전하려면 어느 정도의 면적이 필요하 겠는가 또, 이것은 우리나라 면적의 몇 [%]에 해당하겠는가 ct 연간 일조시",ex-generation-0536-01,"2009142) 우리나라의 총수요 전력(총판매 전력량)은 약 4.4 ×10 [ 7였다. 이것을 변환효율 10[%]의 태양전지로 발전하려면 어느 정도의 면적이 필요하 겠는가 또, 이것은 우리나라 면적의 몇 [%]에 해당하겠는가 ct 연간 일조시 간은 2000 시간, 태양복사 에너지는 평균 0.5[4/0 ]라고 한다. 소요될 수광면적을 라고 하면 그 A= PESO 4.4 10 [m ]= 4.4 "
추출됨,낮음,최신 발전공학,발전공학,549,7.16,word,( 예제 7.16 실용화 되고 있는 풍력발전에서는 프로펠러형 풍차의 날개 수가 3매로 된 것이,( 예제 7.16 실용화 되고 있는 풍력발전에서는 프로펠러형 풍차의 날개 수가 3매로 된 것이 많은데 그 이유를 설명하라. 최근 우리나라에서도 여기저기서 풍력발전을 위한 대형 풍차가 돌고 있는 것을 보게,ex-generation-0549-02,"실용화 되고 있는 풍력발전에서는 프로펠러형 풍차의 날개 수가 3매로 된 것이 많은데 그 이유를 설명하라. 최근 우리나라에서도 여기저기서 풍력발전을 위한 대형 풍차가 돌고 있는 것을 보게 된다. 그 대부분이 날개가 3매의 것들인데, 저렇게 날개와 날개 사이가 벌어져 있으면"
추출됨,낮음,최신 발전공학,발전공학,550,17.17,word,"( 예제17.17 품력발전의 운전특성을 나타내는 데 사용되는 아래의 용어를 설명하라,","( 예제17.17 품력발전의 운전특성을 나타내는 데 사용되는 아래의 용어를 설명하라, (1) 설비 이용률 (2) 시간 가동률",ex-generation-0550-01,"품력발전의 운전특성을 나타내는 데 사용되는 아래의 용어를 설명하라, (1) 설비 이용률 (2) 시간 가동률 1. 설비 이용률(80801 Factor) 풍력발전에서의 설비이용률은 주어진 풍력발전장치가 어느 기간에 최대의 발전 능력(정격출력)으로 발전했을 때의 출력에 대한 그 기간의 실제의 발전량의 비율 을 말한다. 일반적으로는 연간발전량으로 비교하기 때문에 그 풍력발전장치의 1년간의 발전량을 "
추출됨,낮음,최신 발전공학,발전공학,550,17.18,word,( 예제 17.18 최근 풍력발전에서 양상풍력발전의 도입이 크게 증대하고 있다고 한다. 이제까,( 예제 17.18 최근 풍력발전에서 양상풍력발전의 도입이 크게 증대하고 있다고 한다. 이제까 지의 개발현황과 앞으로의 개발전망에 대해서 간단히 설명하여라.,ex-generation-0550-02,최근 풍력발전에서 양상풍력발전의 도입이 크게 증대하고 있다고 한다. 이제까 지의 개발현황과 앞으로의 개발전망에 대해서 간단히 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,554,17.19,word,( 예제 17.19 해양 온도차 발전의 문제점에 대해서 설명하여라.,( 예제 17.19 해양 온도차 발전의 문제점에 대해서 설명하여라. 해양 온도차 발전에서는 다음과 같은 문제점이 있다.,ex-generation-0554-01,해양 온도차 발전의 문제점에 대해서 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,554,17.20,word,"(이제17.20 온도 30[×ㅇ의 표층해수와 온도 5[6ㅁ의 심층해수를 각각 고온, 저온의 Wao","(이제17.20 온도 30[×ㅇ의 표층해수와 온도 5[6ㅁ의 심층해수를 각각 고온, 저온의 Wao 로 하는 열기관을 생각해 본다. 이와 같은 열기관의 실현은 실제로 가능한 것인",ex-generation-0554-02,"온도 30[×ㅇ의 표층해수와 온도 5[6ㅁ의 심층해수를 각각 고온, 저온의 Wao 로 하는 열기관을 생각해 본다. 이와 같은 열기관의 실현은 실제로 가능한 것인 지 검토하여라 ( 카르노 열기관의 효율을 참조해서 검토할 것)."
추출됨,낮음,최신 발전공학,발전공학,568,7.21,word,( 예제 7.21 1차 전지와 2차 전지에 대해서 설명하여라.,( 예제 7.21 1차 전지와 2차 전지에 대해서 설명하여라. 오늘날 전기 SAIS 이용해서 건전지라든지 자동차에서 사용하는 납축전지 등 이 널리 사용되고 있다. 건전지 내에는 그림 17.44 (8)처럼 1400 와 22이 밀페된 상,ex-generation-0568-01,1차 전지와 2차 전지에 대해서 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,590,18.2,word,(에제 18.2 낙차 100[7의 양수 발전소가 있다. 단위 수량당의 저장 에너지를 구하여라.,"(에제 18.2 낙차 100[7의 양수 발전소가 있다. 단위 수량당의 저장 에너지를 구하여라. Qulm1(Q, ×10 [66))의 몰을 him] 낙하시켰을 때 얻어질 일(위치 에너지) We ,",ex-generation-0590-01,낙차 100[7의 양수 발전소가 있다. 단위 수량당의 저장 에너지를 구하여라.
추출됨,낮음,최신 발전공학,발전공학,606,18.3,word,(에제 18.3 열에너지 저장에서의 축열에 관해서 설명하여라.,"(에제 18.3 열에너지 저장에서의 축열에 관해서 설명하여라. 열이라는 에너지 SAS 바꾸지 않고 열원의 발생량과 수용가의 소비열량과의 시간 A, 공간적인 AS 없애는 기능을 가진 것을 축열이라고 부른다.",ex-generation-0606-01,열에너지 저장에서의 축열에 관해서 설명하여라.
추출됨,낮음,최신 송배전공학,송배전공학,36,1.5,word,(의제 1.5 j 그림 1102 같은 1분기 선로 및 7분기 선로의 차이점을 설명하여라.,(의제 1.5 j 그림 1102 같은 1분기 선로 및 7분기 선로의 차이점을 설명하여라. A B 기설 송전선,ex-song-0036-01,j 그림 1102 같은 1분기 선로 및 7분기 선로의 차이점을 설명하여라.
